orig_depth,orig_direction,orig_max,orig_mean,orig_median,orig_min,orig_origin,orig_size,orig_spacing,orig_std,path
194,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1742,-444.2137390018738,-177.0,-1024,"(-158.658203125, -323.658203125, -386.3999938964844)","(512, 512, 194)","(0.68359375, 0.68359375, 1.79998779296875)",479.8439059348668,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0885/01-01-2000-18496/3000002-50963
182,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2176,-506.28582415737947,-826.0,-1024,"(-159.6875, -304.6875, -355.79998779296875)","(512, 512, 182)","(0.625, 0.625, 1.79998779296875)",484.92609640735526,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0380/01-01-2000-50111/3000012-34623
468,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1766,-955.3576302650647,-819.0,-3024,"(-163.60000610351562, -131.5, -293.375)","(512, 512, 468)","(0.625, 0.625, 0.625)",1157.1247173179797,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0623/01-01-2000-CT THORAX WO IV CONTRA-35260/32127-Recon 2 ACRIN LARGE-37212
484,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1883,-944.7603376246681,-830.0,-3024,"(-169.39999389648438, -140.1999969482422, -297.5899963378906)","(512, 512, 484)","(0.625, 0.625, 0.625)",1158.2553546990641,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0520/01-01-2000-CHEST-63522/30914-Recon 2-56430
152,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-1033.105253821925,-886.0,-3024,"(-180.10000610351562, -189.5, -266.31500244140625)","(512, 512, 152)","(0.644531, 0.644531, 2.0)",1117.7520884183557,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0431/01-01-2000-23377/30841-59233
348,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-397.2346177046326,-128.0,-1024,"(-137.74609375, -272.74609375, -355.1000061035156)","(512, 512, 348)","(0.5078125, 0.5078125, 1.0)",486.43261187786345,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0808/01-01-2000-78588/3000681-46898
240,"(-1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)",3071,-830.8087384700775,-255.0,-3024,"(196.0, 160.5, -373.75)","(512, 512, 240)","(0.626953, 0.626953, 1.25)",1200.196504577489,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0850/01-01-2000-CT GUIDED LUNG B-94291/2-37053
129,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1940,-980.8532684089602,-880.0,-3024,"(-185.5, -170.39999389648438, -344.2699890136719)","(512, 512, 129)","(0.671875, 0.671875, 2.5)",1144.4577750444168,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0690/01-01-2000-CT LUNG SCREEN-42147/82395
213,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2802,-819.1980156338831,-284.0,-3024,"(-157.6999969482422, -156.10000610351562, -303.05999755859375)","(512, 512, 213)","(0.646484, 0.646484, 1.25)",1210.7899758148865,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0848/01-01-2000-CT LUNG SCREEN-42145/81792
433,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2165,-874.4849685422267,-146.0,-3024,"(-167.60000610351562, -128.5, -288.07501220703125)","(512, 512, 433)","(0.546875, 0.546875, 0.625)",1181.7491481556551,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0542/01-01-2000-CHEST-89631/31184-Recon 2-69557
163,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2210,-1060.9459522691973,-918.0,-3024,"(-166.60000610351562, -150.0, -316.3450012207031)","(512, 512, 163)","(0.585938, 0.585938, 2.0)",1108.8908346171677,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0530/01-01-2000-CHEST-77250/30889-98603
180,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1615,-507.6873698340522,-828.0,-1024,"(-169.658203125, -336.658203125, -366.20001220703125)","(512, 512, 180)","(0.68359375, 0.68359375, 1.800018310546875)",483.59181485817993,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0451/01-01-2000-43994/3000315-48244
90,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2509,-705.3543219248454,-690.0,-2048,"(-148.4375, -145.3125, 663.0)","(512, 512, 90)","(0.579, 0.579, 3.0)",814.1767246461885,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0983/01-01-2000-23450/5514-26785
178,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-753.3447395067536,-822.0,-2048,"(-181.10000610351562, -180.0, -203.3800048828125)","(512, 512, 178)","(0.703125, 0.703125, 1.25)",811.2272969977112,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0818/01-01-2000-CT ANGIO CHEST WWO C-68235/2-CT PE PROTOCOL BOTTOM TO TOP-85951
131,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-667.3187851359826,-129.0,-2048,"(-208.8000030517578, -200.0, -376.75)","(512, 512, 131)","(0.78125, 0.78125, 2.5)",811.7263440185244,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0148/01-01-2000-CT THORAX WCONTRAST-41427/3-Recon 2 CHEST-05032
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16338,6583.437180871932,7380.0,0,"(0.0, 0.0, 0.0)","(2022, 2022, 2)","(1.0, 1.0, 1.0)",3778.0471896795448,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0148/01-01-2000-CHEST PA  LATERAL-60353/8806-CHEST PA  LATERAL-56967
536,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1686,-410.1466981617372,-138.0,-1024,"(-172.671875, -355.671875, -443.5)","(512, 512, 536)","(0.65625, 0.65625, 0.70001220703125)",474.7636130650287,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0582/01-01-2000-26959/1438-NLST TLC VOL B30F-66464
163,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1759,-1003.922665578456,-899.0,-3024,"(-165.3000030517578, -170.0, -293.05499267578125)","(512, 512, 163)","(0.664062, 0.664062, 2.0)",1144.6821605927605,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0787/01-01-2000-53104/30821-77077
128,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-824.8179855644703,-903.0,-2048,"(-190.0, -186.3000030517578, -327.75)","(512, 512, 128)","(0.742188, 0.742188, 2.5)",777.4488528124408,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0011/01-01-2000-73568/3000559-23138
245,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2356,-893.5325654321788,-375.0,-3024,"(-189.6999969482422, -150.3000030517578, -321.25)","(512, 512, 245)","(0.664062, 0.664062, 1.25)",1182.7853972561181,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0884/01-01-2000-CT LUNG SCREEN-63626/2-46335
127,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-739.0921037028155,-790.0,-2048,"(-200.1999969482422, -180.0, -337.25)","(512, 512, 127)","(0.703125, 0.703125, 2.5)",797.2230361008416,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0096/01-01-2000-27864/3000693-83845
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16365,6614.473590618405,7170.0,0,"(0.0, 0.0, 0.0)","(1736, 2022, 2)","(1.0, 1.0, 1.0)",3748.2279979439495,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0096/01-01-2000-17180/3001573-65662
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16371,6174.6983004063595,6762.0,0,"(0.0, 0.0, 0.0)","(1736, 2022, 2)","(1.0, 1.0, 1.0)",4079.9280497496884,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0073/01-01-2000-53307/3000996-09667
131,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-849.8077727747327,-923.0,-2048,"(-186.8000030517578, -180.0, -361.75)","(512, 512, 131)","(0.703125, 0.703125, 2.5)",769.1692621324788,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0073/01-01-2000-44963/3000698-25932
474,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2136,-986.5913788598298,-887.0,-3024,"(-135.0, -160.0, -268.4849853515625)","(512, 512, 474)","(0.625, 0.625, 0.625)",1140.7119532649895,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0371/01-01-2000-30242/30847-87700
255,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2347,-939.2457083010206,-790.0,-3024,"(-153.5, -177.39999389648438, -310.25)","(512, 512, 255)","(0.654297, 0.654297, 1.25)",1166.4073807372552,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0374/01-01-2000-CT CHEST WO CONTRAST-02290/2-33304
567,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1776,-1015.4907460557511,-895.0,-3024,"(-170.6999969482422, -180.0, -353.7149963378906)","(512, 512, 567)","(0.703125, 0.703125, 0.625)",1132.5769469458305,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0876/01-01-2000-09529/30735-46446
187,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1764,-516.2786764869078,-830.0,-1024,"(-183.6484375, -338.6484375, -348.79998779296875)","(512, 512, 187)","(0.703125, 0.703125, 1.79998779296875)",501.3337034553416,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0362/01-01-2000-07058/3000048-44455
481,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-917.4029566631991,-654.0,-3024,"(-143.60000610351562, -122.0, -271.05999755859375)","(512, 512, 481)","(0.605469, 0.605469, 0.625)",1166.379039865409,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0705/01-01-2000-45201/30279-96730
268,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-987.9897628755712,-871.0,-3024,"(-169.1999969482422, -203.5, -338.9849853515625)","(512, 512, 268)","(0.742188, 0.742188, 1.25)",1143.9239331902927,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0402/01-01-2000-CT CHEST O CONTR-71869/2-85953
472,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1712,-908.5208897671457,-434.0,-3024,"(-185.1999969482422, -171.6999969482422, -296.7099914550781)","(512, 512, 472)","(0.703125, 0.703125, 0.625)",1170.0000402612295,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0667/01-01-2000-CHEST-06759/31215-Recon 2 ACRIN LARGE-21616
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16363,7011.1429779339705,8007.0,0,"(0.0, 0.0, 0.0)","(1736, 2022, 2)","(0.19444444, 0.19444444, 1.0)",3879.3434061980706,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0212/01-01-2000-CHEST PA  LATERAL-48057/43997-CHEST PA  LATERAL-28399
133,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1831,-774.9983155099969,-848.0,-2048,"(-189.8000030517578, -180.0, -373.75)","(512, 512, 133)","(0.703125, 0.703125, 2.5)",784.2295122485887,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0212/01-01-2000-PRE CHEST-71631/2-CHEST-71960
238,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3072,-684.4072742943002,-464.0,-2048,"(-185.6999969482422, -192.89999389648438, -331.0400085449219)","(512, 512, 238)","(0.703125, 0.703125, 1.25)",823.5035070036711,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0288/01-01-2000-CT ANGIO CHEST WWO C-47845/2-BOTTOM TO TOP-54574
137,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-777.7539299178297,-859.0,-2048,"(-186.89999389648438, -190.0, -375.75)","(512, 512, 137)","(0.742188, 0.742188, 2.5)",785.7345485887979,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0023/01-01-2000-44207/3000628-26588
235,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3000,-452.1698173198294,-176.0,-1000,"(-207.44937133789062, -94.8734130859375, -845.7000122070312)","(512, 512, 235)","(0.802734375, 0.802734375, 1.0)",493.0939622453371,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0404/01-01-2000-58496/30045-00951
236,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-1072.8766192743333,-934.0,-3024,"(-182.60000610351562, -180.0, -304.5)","(512, 512, 236)","(0.703125, 0.703125, 1.25)",1101.9062296241975,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0820/01-01-2000-CT GUIDED LUNG BIOPSY-87163/2-51938
449,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1753,-982.9455909559084,-859.0,-3024,"(-143.39999389648438, -160.0, -239.67999267578125)","(512, 512, 449)","(0.625, 0.625, 0.625)",1140.9566244041564,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0981/01-01-2000-59002/30480-87095
112,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2011,-409.40091436249867,-120.0,-1024,"(-172.64453125, -348.64453125, 22.5)","(512, 512, 112)","(0.7109375, 0.7109375, 3.0)",444.24130139563533,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0484/01-01-2000-28126/5417-ChestRoutine  3.0  B31f-68211
106,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2069,-414.85403514358234,-121.0,-1024,"(-159.1474609375, -348.1474609375, -358.0)","(512, 512, 106)","(0.705078125, 0.705078125, 3.0)",452.95584937366993,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0484/01-01-2000-71009/3100-ChestRoutine  3.0  B31f-14351
203,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-388.88807148299196,-140.0,-1024,"(-181.658203125, -351.658203125, -410.1000061035156)","(512, 512, 203)","(0.68359375, 0.68359375, 1.800018310546875)",471.3098205067483,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0817/01-01-2000-75660/3000051-57590
519,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-998.1507237678778,-873.0,-3024,"(-188.10000610351562, -139.1999969482422, -299.4849853515625)","(512, 512, 519)","(0.625, 0.625, 0.625)",1137.4919639529487,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0647/01-01-2000-CHEST-44576/31501-Recon 2-45596
127,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-742.026919267309,-811.0,-2048,"(-180.0, -169.60000610351562, -332.25)","(512, 512, 127)","(0.703125, 0.703125, 2.5)",801.5577436935652,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0190/01-01-2000-CT THORAX WO CONTRAST-64838/3-Recon 2 CHEST-06551
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16361,7258.504222703487,8092.0,0,"(0.0, 0.0, 0.0)","(1736, 2022, 2)","(0.19444444, 0.19444444, 1.0)",3654.583073465239,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0190/01-01-2000-CHEST PA  LATERAL-06099/10865-CHEST PA  LATERAL-33595
144,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2028,-976.3575035201179,-868.0,-3024,"(-146.5, -143.0, -379.3900146484375)","(512, 512, 144)","(0.617188, 0.617188, 2.5)",1147.7066904972294,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0786/01-01-2000-CT LUNG SCREEN-70811/86014
206,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-774.0785398020328,-892.0,-2048,"(-222.1999969482422, -230.0, -267.5)","(512, 512, 206)","(0.898438, 0.898438, 1.25)",783.5977808586725,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0170/01-01-2000-CT ANGIO CHEST NON-CO-54679/2-BOTTOM TO TOP-33437
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16377,6667.627648781308,7100.0,0,"(0.0, 0.0, 0.0)","(2022, 2022, 2)","(0.19444444, 0.19444444, 1.0)",3732.667316543683,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0170/01-01-2000-CHEST PA  LATERAL-32907/8104-CHEST PA  LATERAL-25186
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16368,6436.455517864323,6898.0,0,"(0.0, 0.0, 0.0)","(2022, 2022, 2)","(0.19444444, 0.19444444, 1.0)",3667.1116121400973,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0244/01-01-2000-CHEST PA  LATERAL-47079/54909-CHEST PA  LATERAL-92182
144,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2712,-722.1804636849297,-790.0,-2048,"(-191.1999969482422, -200.0, -362.75)","(512, 512, 144)","(0.78125, 0.78125, 2.5)",811.0069044803747,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0244/01-01-2000-CT THORAX WCONTRAST-35776/2-CHEST-26290
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16359,6493.217464573496,6940.0,0,"(0.0, 0.0, 0.0)","(1556, 2022, 2)","(0.19444444, 0.19444444, 1.0)",3996.4513189785216,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0273/01-01-2000-CHEST PA  LATERAL-65794/62390-CHEST PA  LATERAL-79763
133,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-850.2350852507398,-907.0,-2048,"(-180.0, -180.0, -386.0)","(512, 512, 133)","(0.703125, 0.703125, 2.5)",761.3969705085792,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0273/01-01-2000-CT THORAX WCONTRAST-57410/2-CHEST-88746
2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16370,7656.292913607005,8540.0,0,"(0.0, 0.0, 0.0)","(1736, 2022, 2)","(0.19444444, 0.19444444, 1.0)",3610.87095567027,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0272/01-01-2000-CHEST PA  LATERAL-72153/55842-CHEST PA  LATERAL-79631
119,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-824.3580618465649,-965.0,-2048,"(-211.1999969482422, -224.6999969482422, -313.0)","(512, 512, 119)","(0.78125, 0.78125, 2.5)",779.4631836374855,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0272/01-01-2000-C-A-P-92863/6-Recon 3 C-A-P-98568
350,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3000,-505.00715013776505,-860.0,-1000,"(-162.0, 18.0, -802.0999755859375)","(512, 512, 350)","(0.6796875, 0.6796875, 1.0)",524.2634918052197,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0921/01-01-2000-08679/30027-45468
337,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-434.70565337455594,-168.0,-1024,"(-180.658203125, -350.658203125, -373.6000061035156)","(512, 512, 337)","(0.68359375, 0.68359375, 1.0)",491.0737622212484,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0968/01-01-2000-48407/3000636-64658
149,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-792.1386273531306,-884.0,-2048,"(-194.10000610351562, -165.1999969482422, -404.75)","(512, 512, 149)","(0.742188, 0.742188, 2.5)",795.0549340424876,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0259/01-01-2000-CT THORAX WCONTRAST-90069/4-11586
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",14257,7884.634130156802,8259.0,306,"(0.0, 0.0, 0.0)","(2022, 2022, 1)","(1.0, 1.0, 1.0)",2796.2783569068342,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0259/01-01-2000-CHEST PA  LATERAL-20809/23877-78787
114,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-751.870395091542,-819.0,-2048,"(-180.0, -224.89999389648438, -283.5)","(512, 512, 114)","(0.703125, 0.703125, 2.5)",803.2447198800213,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0139/01-01-2000-40012/3000692-24156
298,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2608,-956.1672915644293,-849.0,-3024,"(-185.60000610351562, -194.0, -392.18499755859375)","(512, 512, 298)","(0.71875, 0.71875, 1.25)",1162.6310462519725,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0682/01-01-2000-CT LUNG SCREEN-84785/49541
183,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2788,-590.7680951102835,-906.0,-1024,"(-164.66796875, -307.66796875, 694.9000244140625)","(512, 512, 183)","(0.6640625, 0.6640625, 1.79998779296875)",468.19745271406936,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0407/01-01-2000-10639/3000004-31179
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",16314,7777.860368048401,8298.0,177,"(0.0, 0.0, 0.0)","(2022, 2022, 1)","(0.19486911, 0.19486911, 1.0)",2917.3353245470885,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0220/01-01-2000-CHEST PA  LATERAL-26448/36080-CHEST PA  LATERAL-58952
232,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",17739,-753.8358177152173,-852.0,-2604,"(-185.0, -200.0, -272.75)","(512, 512, 232)","(0.78125, 0.78125, 1.25)",805.5807655548492,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0220/01-01-2000-CT ANGIO CHEST NON-CO-85747/2-BOTTOM TO TOP-31764
461,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1920,-1007.5163217739014,-894.0,-3024,"(-218.10000610351562, -209.3000030517578, -285.1000061035156)","(512, 512, 461)","(0.78125, 0.78125, 0.625)",1132.6893431652584,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0545/01-01-2000-CHEST-53172/31181-Recon 2 ACRIN LARGE-46863
474,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",1938,-971.231213436851,-859.0,-3024,"(-197.39999389648438, -159.60000610351562, -244.375)","(512, 512, 474)","(0.722656, 0.722656, 0.625)",1153.2505004834143,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0367/01-01-2000-CT THORAX WO IV CONTRA-35645/31518-Recon 2 ACRIN LARGE-43313
290,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3000,-554.7340748885582,-857.0,-1000,"(-186.51210021972656, -74.1806411743164, -668.5)","(512, 512, 290)","(0.81640625, 0.81640625, 1.0)",473.0830193873692,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0851/01-01-2000-88897/30053-32478
94,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2895,-318.16732775911373,-102.0,-1024,"(-148.71484375, -299.71484375, -287.5)","(512, 512, 94)","(0.5703125, 0.5703125, 3.0)",460.4271639412699,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0719/01-01-2000-21023/5364-ThoraxRoutine  3.0  B31s-75884
458,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2429,-940.7211876748431,-806.0,-3024,"(-151.8000030517578, -146.0, -245.9250030517578)","(512, 512, 458)","(0.625, 0.625, 0.625)",1155.5329101994357,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0849/01-01-2000-CHEST-50740/30898-Recon 2 ACRIN LARGE-25236
267,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-857.9252552789695,-392.0,-3024,"(-183.60000610351562, -192.5, -357.7200012207031)","(512, 512, 267)","(0.751953, 0.751953, 1.25)",1206.8554050368587,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0882/01-01-2000-CT LUNG SCREEN-76115/06526
133,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-752.8977092083236,-854.0,-2048,"(-191.1999969482422, -185.5, -359.0)","(512, 512, 133)","(0.78125, 0.78125, 2.5)",798.8254731834893,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0064/01-01-2000-71210/3000612-48666
1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",2203,1175.8344576762133,1243.0,0,"(0.0, 0.0, 0.0)","(2021, 2007, 1)","(1.0, 1.0, 1.0)",240.0313692171659,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0068/01-01-2000-CHEST PA - LAT-67107/22137-CHEST PA - LAT-12560
261,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",3071,-1026.0652640039436,-902.0,-3024,"(-172.39999389648438, -175.0, -334.0)","(512, 512, 261)","(0.683594, 0.683594, 1.25)",1133.781079758383,/lustre4/2/managed_datasets/LIDC-IDRI/LIDC-IDRI-0068/01-01-2000-CT CHEST W CONT-80168/4-Recon 3 CT CHEST-26125
